TF_	TF_information	target	Target_info	interaction_type
HDAC2	TF	MUC5AC	Tar	Repression
HDAC2	TF	MYC	Tar	Unknown
HDAC2	TF	MYCN	Tar	Unknown
HDAC2	TF	PHB	Tar	Repression
HDAC2	TF	SNAI2	Tar	Repression
HDAC2	TF	SP1	Tar	Repression
HDAC2	TF	TGFBR2	Tar	Repression
HDAC2	TF	TNFSF10	Tar	Repression
HDAC2	TF	TP63	Tar	Unknown
HDAC2	TF	TWIST1	Tar	Repression
HDAC2	TF	VEGFA	Tar	Unknown
HDAC3	TF	ALOX5	Tar	Activation
HDAC3	TF	APOC3	Tar	Unknown
HDAC3	TF	CDH1	Tar	Repression
HDAC3	TF	CDKN2A	Tar	Repression
HDAC3	TF	CXCR4	Tar	Repression
HDAC3	TF	EGFR	Tar	Unknown
HDAC3	TF	GAS2	Tar	Repression
HDAC3	TF	GATA2	Tar	Repression
HDAC3	TF	GCM1	Tar	Unknown
HDAC3	TF	GRHL1	Tar	Repression
HDAC3	TF	GTF2I	Tar	Unknown
HDAC3	TF	IFNA1	Tar	Repression
HDAC3	TF	JUN	Tar	Repression
HDAC3	TF	LGALS9	Tar	Unknown
HDAC3	TF	LSS	Tar	Unknown
HDAC3	TF	MBD1	Tar	Unknown
HDAC3	TF	MMP2	Tar	Repression
HDAC3	TF	MYC	Tar	Repression
HDAC3	TF	PCK2	Tar	Unknown
HDAC3	TF	PRAM1	Tar	Unknown
HDAC3	TF	TLR9	Tar	Unknown
HDAC3	TF	TNF	Tar	Unknown
HDAC3	TF	ULBP1	Tar	Unknown
HDAC3	TF	VEGFA	Tar	Unknown
HDAC4	TF	ATF4	Tar	Unknown
HDAC4	TF	CA9	Tar	Unknown
HDAC4	TF	CDKN1A	Tar	Repression
HDAC4	TF	CDKN2A	Tar	Repression
HDAC4	TF	HDAC3	Tar	Unknown
HDAC4	TF	HOXB13	Tar	Repression
HDAC4	TF	IL10	Tar	Repression
HDAC4	TF	IL5	Tar	Unknown
HDAC4	TF	JUN	Tar	Activation
HDAC4	TF	JUN	Tar	Repression
HDAC4	TF	KLF4	Tar	Unknown
HDAC4	TF	MEF2A	Tar	Repression
HDAC4	TF	MEF2A	Tar	Unknown
HDAC4	TF	MMP13	Tar	Repression
HDAC4	TF	PTPA	Tar	Unknown
HDAC4	TF	PTGES	Tar	Unknown
HDAC4	TF	PTGS2	Tar	Activation
HDAC4	TF	RECK	Tar	Unknown
HDAC4	TF	RUNX2	Tar	Repression
HDAC4	TF	SLC2A4	Tar	Unknown
HDAC4	TF	SMAD4	Tar	Unknown
HDAC4	TF	TGIF1	Tar	Activation
HDAC4	TF	TGIF2	Tar	Activation
HDAC4	TF	VCAM1	Tar	Activation
HDAC4	TF	VEGFA	Tar	Repression
HDAC4	TF	WT1	Tar	Repression
HDAC5	TF	FGF2	Tar	Repression
HDAC5	TF	IGF2	Tar	Unknown
HDAC5	TF	MEF2A	Tar	Repression
HDAC5	TF	MEF2A	Tar	Unknown
HDAC5	TF	SLC2A1	Tar	Activation
HDAC5	TF	SLC2A4	Tar	Repression
HDAC5	TF	SLC2A4	Tar	Unknown
HDAC5	TF	SLIT2	Tar	Repression
HDAC5	TF	WT1	Tar	Repression
HDAC5	TF	YY1	Tar	Activation
HDAC7	TF	ACTN4	Tar	Repression
HDAC7	TF	AKAP12	Tar	Repression
HDAC7	TF	CDKN1A	Tar	Activation
HDAC7	TF	CYP7A1	Tar	Unknown
HDAC7	TF	ESR1	Tar	Repression
HDAC7	TF	HDC	Tar	Repression
HDAC7	TF	HIF1A	Tar	Activation
HDAC7	TF	HIF1A	Tar	Repression
HDAC7	TF	MAML1	Tar	Unknown
HDAC7	TF	MEF2A	Tar	Repression
HDAC7	TF	MEF2C	Tar	Repression
HDAC7	TF	MEF2D	Tar	Repression
HDAC7	TF	MMP10	Tar	Repression
HDAC7	TF	NR4A1	Tar	Unknown
HDAC9	TF	APP	Tar	Unknown
HDAC9	TF	CDKN2A	Tar	Activation
HDAC9	TF	CFLAR	Tar	Activation
HDAC9	TF	CFLAR	Tar	Repression
HDAC9	TF	CITED2	Tar	Repression
HDAC9	TF	DIRAS3	Tar	Repression
HDAC9	TF	ESR1	Tar	Repression
HDAC9	TF	HSPA5	Tar	Repression
HDAC9	TF	IGFBP1	Tar	Repression
HDAC9	TF	IL18	Tar	Unknown
HDAC9	TF	MEF2A	Tar	Repression
HDAC9	TF	MMP13	Tar	Activation
HDAC9	TF	MYEF2	Tar	Repression
HDAC9	TF	NFKB1	Tar	Repression
HDAC9	TF	PRL	Tar	Repression
HDAC9	TF	RELA	Tar	Repression
HDAC9	TF	STAT6	Tar	Repression
HDAC9	TF	TNFRSF10B	Tar	Repression
HDAC9	TF	TP53	Tar	Repression
HDGF	TF	CDH1	Tar	Repression
HDGF	TF	FAS	Tar	Activation
HDGF	TF	SMYD1	Tar	Repression
HDGF	TF	VEGFA	Tar	Activation
HDGF	TF	VEGFB	Tar	Activation
HDGF	TF	VIM	Tar	Activation
HES1	TF	ASCL1	Tar	Repression
HES1	TF	CD4	Tar	Repression
HES1	TF	DBF4	Tar	Activation
HES1	TF	E2F1	Tar	Repression
HES1	TF	HTR1A	Tar	Unknown
HES1	TF	MAP2	Tar	Repression
HES1	TF	PTEN	Tar	Repression
HES1	TF	PTGDS	Tar	Repression
HES6	TF	ASCL1	Tar	Repression
HES6	TF	HTR1A	Tar	Unknown
HEXIM1	TF	CCND1	Tar	Repression
HEXIM1	TF	VEGFA	Tar	Unknown
HEY1	TF	ACTA2	Tar	Repression
HEY1	TF	BMP2	Tar	Repression
HEY1	TF	GATA4	Tar	Repression
HEY1	TF	GATA6	Tar	Repression
HEY1	TF	KDR	Tar	Repression
HEY1	TF	OCLN	Tar	Activation
HEY1	TF	PROX1	Tar	Repression
HEY2	TF	ACTA2	Tar	Repression
HEY2	TF	GATA4	Tar	Repression
HEY2	TF	GATA6	Tar	Repression
HEYL	TF	AR	Tar	Repression
HHEX	TF	HNF4A	Tar	Activation
HHEX	TF	SLC5A5	Tar	Activation
HHEX	TF	TLE1	Tar	Unknown
HIC1	TF	ACKR3	Tar	Repression
HIC1	TF	ACKR3	Tar	Unknown
HIC1	TF	E2F1	Tar	Repression
HIC1	TF	EPHA2	Tar	Repression
HIC1	TF	LRP8	Tar	Repression
HIC1	TF	MYC	Tar	Repression
HIC1	TF	SIRT1	Tar	Repression
HIC1	TF	SIRT1	Tar	Unknown
HIC1	TF	STAT3	Tar	Activation
HIC1	TF	VEGFA	Tar	Repression
HIC1	TF	VLDLR	Tar	Repression
HIF1A	TF	ABCB1	Tar	Repression
HIF1A	TF	ACE	Tar	Activation
HIF1A	TF	ACE2	Tar	Repression
HIF1A	TF	AGTR1	Tar	Activation
HIF1A	TF	ALAS2	Tar	Activation
HIF1A	TF	ALDOA	Tar	Activation
HIF1A	TF	ALOX5AP	Tar	Unknown
HIF1A	TF	APEX1	Tar	Repression
HIF1A	TF	AR	Tar	Activation
HIF1A	TF	ARNT	Tar	Unknown
HIF1A	TF	ARNT2	Tar	Unknown
HIF1A	TF	ASS1	Tar	Activation
HIF1A	TF	BAX	Tar	Activation
HIF1A	TF	BID	Tar	Repression
HIF1A	TF	BNIP3	Tar	Activation
HIF1A	TF	BNIP3	Tar	Unknown
HIF1A	TF	CA9	Tar	Activation
HIF1A	TF	CA9	Tar	Unknown
HIF1A	TF	CCND1	Tar	Repression
HIF1A	TF	CCR7	Tar	Activation
HIF1A	TF	CDH1	Tar	Repression
HIF1A	TF	CTGF	Tar	Activation
HIF1A	TF	CXCL12	Tar	Unknown
HIF1A	TF	CXCR4	Tar	Activation
HIF1A	TF	CXCR4	Tar	Unknown
HIF1A	TF	E2F3	Tar	Activation
HIF1A	TF	EDN1	Tar	Activation
HIF1A	TF	EDNRB	Tar	Activation
HIF1A	TF	EGLN1	Tar	Unknown
HIF1A	TF	EGLN3	Tar	Unknown
HIF1A	TF	ENO1	Tar	Activation
HIF1A	TF	EPO	Tar	Activation
HIF1A	TF	EPO	Tar	Unknown
HIF1A	TF	ERCC2	Tar	Unknown
HIF1A	TF	FAM162A	Tar	Unknown
HIF1A	TF	FGF2	Tar	Activation
HIF1A	TF	GAPDH	Tar	Unknown
HIF1A	TF	GCK	Tar	Unknown
HIF1A	TF	HBEGF	Tar	Activation
HIF1A	TF	HIF1A	Tar	Repression
HIF1A	TF	ITGB2	Tar	Activation
HIF1A	TF	KLK3	Tar	Unknown
HIF1A	TF	LDHA	Tar	Activation
HIF1A	TF	LEP	Tar	Activation
HIF1A	TF	LEP	Tar	Unknown
HIF1A	TF	LOX	Tar	Unknown
HIF1A	TF	MET	Tar	Activation
HIF1A	TF	MICA	Tar	Activation
HIF1A	TF	MIF	Tar	Activation
HIF1A	TF	MMP2	Tar	Activation
HIF1A	TF	MMP2	Tar	Repression
HIF1A	TF	MUC1	Tar	Unknown
HIF1A	TF	MUC3A	Tar	Unknown
HIF1A	TF	NR3C1	Tar	Unknown
HIF1A	TF	NR4A1	Tar	Activation
HIF1A	TF	NT5E	Tar	Activation
HIF1A	TF	PFKFB3	Tar	Unknown
HIF1A	TF	PFKFB4	Tar	Unknown
HIF1A	TF	PGK1	Tar	Activation
HIF1A	TF	PIK3CA	Tar	Unknown
HIF1A	TF	PLAU	Tar	Unknown
HIF1A	TF	PPARA	Tar	Unknown
HIF1A	TF	PPP1R3C	Tar	Unknown
HIF1A	TF	PTGES	Tar	Activation
HIF1A	TF	RECK	Tar	Repression
HIF1A	TF	RORA	Tar	Activation
HIF1A	TF	SDHB	Tar	Repression
HIF1A	TF	SERPINE1	Tar	Unknown
HIF1A	TF	SETD2	Tar	Activation
HIF1A	TF	SETD2	Tar	Unknown
HIF1A	TF	SLC29A1	Tar	Repression
HIF1A	TF	SLC2A1	Tar	Activation
HIF1A	TF	SLC2A1	Tar	Unknown
HIF1A	TF	SOCS1	Tar	Activation
HIF1A	TF	STAT3	Tar	Unknown
HIF1A	TF	TERT	Tar	Activation
HIF1A	TF	TFRC	Tar	Unknown
HIF1A	TF	TGFB3	Tar	Activation
HIF1A	TF	TGFB3	Tar	Repression
HIF1A	TF	TIMP2	Tar	Activation
HIF1A	TF	TLR2	Tar	Unknown
HIF1A	TF	TLR6	Tar	Unknown
HIF1A	TF	TUBB3	Tar	Unknown
HIF1A	TF	TWIST1	Tar	Activation
HIF1A	TF	TWIST1	Tar	Unknown
HIF1A	TF	TWIST2	Tar	Unknown
HIF1A	TF	VEGFA	Tar	Activation
HIF1A	TF	VEGFA	Tar	Repression
HIF1A	TF	VEGFA	Tar	Unknown
HIF1A	TF	VEGFB	Tar	Unknown
HIF1A	TF	VHL	Tar	Unknown
HIF1A	TF	VIM	Tar	Activation
HIF1A	TF	WASF3	Tar	Activation
HIF1A	TF	XPC	Tar	Activation
HIF1A	TF	ZNF217	Tar	Activation
HIF3A	TF	EPAS1	Tar	Unknown
HIF3A	TF	HIF1A	Tar	Unknown
HINFP	TF	MBD2	Tar	Repression
HIPK2	TF	ABCB1	Tar	Unknown
HIPK2	TF	CDKN1A	Tar	Activation
HIPK2	TF	CTBP2	Tar	Unknown
HIPK2	TF	HIF1A	Tar	Repression
HIPK2	TF	MEF2C	Tar	Repression
HIPK2	TF	NOX1	Tar	Repression
HIPK2	TF	TP53	Tar	Unknown
HIPK2	TF	VEGFA	Tar	Repression
HIPK2	TF	VIM	Tar	Repression
HIRA	TF	PLB1	Tar	Repression
HIVEP2	TF	HLA-A	Tar	Unknown
HIVEP2	TF	HLA-B	Tar	Unknown
HIVEP2	TF	HLA-C	Tar	Unknown
HIVEP2	TF	HLA-E	Tar	Unknown
HIVEP2	TF	HLA-F	Tar	Unknown
HIVEP2	TF	HLA-G	Tar	Unknown
HLF	TF	DBP	Tar	Activation
HLF	TF	RUNX1	Tar	Repression
HLTF	TF	HERC2	Tar	Unknown
HLTF	TF	OCA2	Tar	Activation
HLX	TF	BTG1	Tar	Unknown
HLX	TF	PAK1	Tar	Unknown
HMG20B	TF	BRCA2	Tar	Unknown
HMGA1	TF	BRCA1	Tar	Repression
HMGA1	TF	CD44	Tar	Activation
HMGA1	TF	CDC25A	Tar	Activation
HMGA1	TF	CDH1	Tar	Repression
HMGA1	TF	CRYAB	Tar	Unknown
HMGA1	TF	CXCL1	Tar	Unknown
HMGA1	TF	IL1B	Tar	Unknown
HMGA1	TF	INSR	Tar	Activation
HMGA1	TF	INSR	Tar	Repression
HMGA1	TF	KL	Tar	Activation
HMGA1	TF	POU1F1	Tar	Activation
HMGA1	TF	PTGS2	Tar	Activation
HMGA1	TF	RAG2	Tar	Unknown
HMGA1	TF	SLC2A3	Tar	Activation
HMGA1	TF	SP1	Tar	Unknown
HMGA1	TF	TP53	Tar	Unknown
HMGA1	TF	TWIST1	Tar	Activation
HMGA1	TF	XPA	Tar	Repression
HMGA2	TF	CDH1	Tar	Activation
HMGA2	TF	COL11A2	Tar	Activation
HMGA2	TF	IGF2BP2	Tar	Unknown
HMGA2	TF	POU1F1	Tar	Activation
HMGA2	TF	SNAI1	Tar	Unknown
HMGB2	TF	GFI1B	Tar	Activation
HMGB2	TF	TNF	Tar	Activation
HMGN1	TF	FOS	Tar	Unknown
HMGN1	TF	PCNA	Tar	Unknown
HMGN1	TF	TFF1	Tar	Unknown
HNF1A	TF	ACAT2	Tar	Activation
HNF1A	TF	AKR1C4	Tar	Unknown
HNF1A	TF	ALB	Tar	Unknown
HNF1A	TF	APOM	Tar	Unknown
HNF1A	TF	CDH17	Tar	Activation
HNF1A	TF	CRP	Tar	Unknown
HNF1A	TF	CSRP1	Tar	Unknown
HNF1A	TF	CYP1A2	Tar	Unknown
HNF1A	TF	FABP1	Tar	Unknown
HNF1A	TF	GPR39	Tar	Unknown
HNF1A	TF	IGFBP1	Tar	Activation
HNF1A	TF	LCT	Tar	Activation
HNF1A	TF	MTTP	Tar	Activation
HNF1A	TF	MTTP	Tar	Unknown
HNF1A	TF	NT5E	Tar	Unknown
HNF1A	TF	SLC22A10	Tar	Activation
HNF1A	TF	SLC22A9	Tar	Activation
HNF1A	TF	SLCO1B3	Tar	Unknown
HNF1A	TF	TM4SF1	Tar	Repression
HNF1A	TF	UGT1A1	Tar	Activation
HNF1A	TF	UGT1A10	Tar	Activation
HNF1A	TF	UGT1A7	Tar	Unknown
HNF1A	TF	UGT1A8	Tar	Activation
HNF1A	TF	UGT1A9	Tar	Activation
HNF1A	TF	UGT2B17	Tar	Activation
HNF1A	TF	UGT2B7	Tar	Activation
HNF1A	TF	VEGFA	Tar	Unknown
HNF1B	TF	FXYD2	Tar	Unknown
HNF1B	TF	UMOD	Tar	Activation
HNF4A	TF	ABCC6	Tar	Unknown
HNF4A	TF	ABCG5	Tar	Repression
HNF4A	TF	ABCG8	Tar	Repression
HNF4A	TF	ACAT2	Tar	Unknown
HNF4A	TF	AFP	Tar	Activation
HNF4A	TF	AKR1C4	Tar	Unknown
HNF4A	TF	APOA1	Tar	Unknown
HNF4A	TF	APOA2	Tar	Unknown
HNF4A	TF	APOB	Tar	Unknown
HNF4A	TF	APOC3	Tar	Unknown
HNF4A	TF	C1QTNF5	Tar	Activation
HNF4A	TF	CDKN1A	Tar	Unknown
HNF4A	TF	CEACAM1	Tar	Activation
HNF4A	TF	CYP27A1	Tar	Unknown
HNF4A	TF	CYP2B6	Tar	Unknown
HNF4A	TF	CYP2C8	Tar	Activation
HNF4A	TF	CYP2C9	Tar	Activation
HNF4A	TF	CYP2C9	Tar	Unknown
HNF4A	TF	CYP2D6	Tar	Activation
HNF4A	TF	CYP3A4	Tar	Unknown
HNF4A	TF	CYP7A1	Tar	Repression
HNF4A	TF	FABP2	Tar	Activation
HNF4A	TF	GCK	Tar	Unknown
HNF4A	TF	GFER	Tar	Repression
HNF4A	TF	GH1	Tar	Repression
HNF4A	TF	GPR39	Tar	Unknown
HNF4A	TF	HNF1A	Tar	Unknown
HNF4A	TF	KCNJ11	Tar	Unknown
HNF4A	TF	LDLR	Tar	Activation
HNF4A	TF	LIPC	Tar	Unknown
HNF4A	TF	MMP7	Tar	Activation
HNF4A	TF	MTTP	Tar	Activation
HNF4A	TF	MYC	Tar	Activation
HNF4A	TF	NPC1L1	Tar	Activation
HNF4A	TF	NR1I2	Tar	Activation
HNF4A	TF	PCSK9	Tar	Activation
HNF4A	TF	PPARA	Tar	Unknown
HNF4A	TF	RNASE2	Tar	Activation
HNF4A	TF	SERPINC1	Tar	Activation
HNF4A	TF	SHBG	Tar	Activation
HNF4A	TF	SLC22A6	Tar	Unknown
HNF4A	TF	SLC26A3	Tar	Unknown
HNF4A	TF	TBP	Tar	Unknown
HNF4A	TF	TCF7L2	Tar	Unknown
HNF4A	TF	UGT1A7	Tar	Unknown
HNF4A	TF	UGT2B7	Tar	Unknown
HNF4G	TF	AFP	Tar	Activation
HNF4G	TF	AKR1C4	Tar	Unknown
HNF4G	TF	CYP2D6	Tar	Activation
HNRNPD	TF	KLF2	Tar	Unknown
HNRNPR	TF	ASCL1	Tar	Unknown
HOPX	TF	FLG	Tar	Activation
HOPX	TF	FOS	Tar	Repression
HOPX	TF	LOR	Tar	Activation
HOXA1	TF	BCL2	Tar	Activation
HOXA1	TF	CCND1	Tar	Activation
HOXA1	TF	EPAS1	Tar	Unknown
HOXA1	TF	IER3	Tar	Unknown
HOXA1	TF	LYL1	Tar	Unknown
HOXA1	TF	MYC	Tar	Activation
HOXA1	TF	PCNA	Tar	Unknown
HOXA10	TF	BHLHE22	Tar	Activation
HOXA10	TF	CDKN1C	Tar	Repression
HOXA10	TF	EMX2	Tar	Activation
HOXA10	TF	EMX2	Tar	Repression
HOXA10	TF	ID2	Tar	Activation
HOXA10	TF	IGFBP1	Tar	Activation
HOXA10	TF	IL11	Tar	Repression
HOXA10	TF	IL15	Tar	Activation
HOXA10	TF	ITGB3	Tar	Unknown
HOXA10	TF	KLF9	Tar	Repression
HOXA10	TF	LYL1	Tar	Unknown
HOXA10	TF	MYCN	Tar	Repression
HOXA10	TF	PHGDH	Tar	Repression
HOXA10	TF	SNAI1	Tar	Repression
HOXA10	TF	TP53	Tar	Activation
HOXA10	TF	WT1	Tar	Unknown
HOXA11	TF	HOXA10	Tar	Repression
HOXA4	TF	TH	Tar	Unknown
HOXA5	TF	ARHGEF1	Tar	Activation
HOXA5	TF	PGR	Tar	Activation
HOXA5	TF	PTN	Tar	Activation
HOXA5	TF	TH	Tar	Unknown
HOXA7	TF	CDH1	Tar	Activation
HOXA7	TF	IVL	Tar	Activation
HOXA7	TF	KRT10	Tar	Activation
HOXA7	TF	TERT	Tar	Unknown
HOXA7	TF	VIM	Tar	Activation
HOXA9	TF	ARHGEF1	Tar	Activation
HOXA9	TF	CDH3	Tar	Unknown
HOXA9	TF	ID2	Tar	Activation
HOXA9	TF	MYCN	Tar	Activation
HOXA9	TF	NFKB1	Tar	Repression
HOXA9	TF	RELA	Tar	Repression
HOXA9	TF	SELE	Tar	Unknown
HOXA9	TF	SHOX	Tar	Unknown
HOXA9	TF	VCAM1	Tar	Unknown
HOXB1	TF	TCF4	Tar	Repression
HOXB13	TF	TCF4	Tar	Repression
HOXB4	TF	PROM1	Tar	Unknown
HOXB7	TF	CCND1	Tar	Activation
HOXB7	TF	CDKN1B	Tar	Repression
HOXB7	TF	DAPK1	Tar	Repression
HOXB7	TF	EGFR	Tar	Activation
HOXB7	TF	FGF2	Tar	Activation
HOXB7	TF	MMP2	Tar	Activation
HOXB7	TF	PDGFA	Tar	Activation
HOXB7	TF	THBS2	Tar	Repression
HOXB7	TF	VEGFA	Tar	Activation
HOXB7	TF	WNT5A	Tar	Activation
HOXC10	TF	HOXB8	Tar	Repression
HOXC11	TF	LCT	Tar	Unknown
HOXC11	TF	S100B	Tar	Unknown
HOXC13	TF	DSG4	Tar	Repression
HOXC13	TF	SPI1	Tar	Repression
HOXC6	TF	IGFBP3	Tar	Repression
HOXC6	TF	MME	Tar	Repression
HOXC8	TF	TNFRSF11B	Tar	Unknown
HOXC9	TF	HOXB8	Tar	Repression
HOXD1	TF	ITGB1	Tar	Unknown
HOXD13	TF	FHL1	Tar	Unknown
HOXD3	TF	ITGA5	Tar	Unknown
HOXD3	TF	ITGAV	Tar	Unknown
HOXD3	TF	ITGB1	Tar	Unknown
HOXD3	TF	ITGB3	Tar	Unknown
HOXD3	TF	PLAU	Tar	Unknown
HOXD9	TF	HOXD9	Tar	Activation
HR	TF	OLR1	Tar	Activation
HSF1	TF	ABCB1	Tar	Unknown
HSF1	TF	ATG7	Tar	Activation
HSF1	TF	BAG3	Tar	Repression
HSF1	TF	BAG3	Tar	Unknown
HSF1	TF	CDKN1A	Tar	Repression
HSF1	TF	CRYGA	Tar	Unknown
HSF1	TF	CRYGB	Tar	Unknown
HSF1	TF	FKBP4	Tar	Unknown
HSF1	TF	FUT4	Tar	Unknown
HSF1	TF	GUCA2B	Tar	Repression
HSF1	TF	HLA-G	Tar	Unknown
HSF1	TF	HOPX	Tar	Unknown
HSF1	TF	HSD17B6	Tar	Repression
HSF1	TF	HSP90B2P	Tar	Unknown
HSF1	TF	HSPA1A	Tar	Unknown
HSF1	TF	HSPA1B	Tar	Unknown
HSF1	TF	HSPA4	Tar	Activation
HSF1	TF	HSPA4	Tar	Unknown
HSF1	TF	IL1B	Tar	Repression
HSF1	TF	JUN	Tar	Unknown
HSF1	TF	LDHA	Tar	Activation
HSF1	TF	MAP3K14	Tar	Unknown
HSF1	TF	MICA	Tar	Activation
HSF1	TF	MICB	Tar	Activation
HSF1	TF	NAT1	Tar	Activation
HSF1	TF	NFKB1	Tar	Unknown
HSF1	TF	POLK	Tar	Activation
HSF1	TF	RELA	Tar	Unknown
HSF1	TF	SERPINE1	Tar	Activation
HSF1	TF	SESN3	Tar	Unknown
HSF1	TF	STIP1	Tar	Unknown
HSF1	TF	TNF	Tar	Unknown
HSF1	TF	UBB	Tar	Unknown
HSF2	TF	FOS	Tar	Unknown
HSF2	TF	HIF1A	Tar	Unknown
HSF2	TF	HSPA4	Tar	Activation
HSF2	TF	HSPA4	Tar	Unknown
HSF2	TF	MAP2K4	Tar	Repression
HSF2	TF	MAPK8	Tar	Repression
HSF2	TF	TNFSF11	Tar	Activation
HSF2	TF	TXN	Tar	Unknown
HSF4	TF	CRYGC	Tar	Unknown
HSF4	TF	DNASE2B	Tar	Activation
HSF4	TF	DNASE2B	Tar	Activation
HSF4	TF	HIF1A	Tar	Unknown
HSF4	TF	RAD51	Tar	Unknown
HTATIP2	TF	MMP2	Tar	Repression
HTATIP2	TF	SPP1	Tar	Repression
HTATIP2	TF	VEGFA	Tar	Repression
ID1	TF	ZNF148	Tar	Repression
ID2	TF	SNAI1	Tar	Activation
ID2	TF	TERT	Tar	Unknown
ID3	TF	TCF3	Tar	Repression
ID3	TF	VEGFA	Tar	Unknown
ID4	TF	BRCA1	Tar	Repression
ID4	TF	SOX2	Tar	Unknown
IFI16	TF	BRCA1	Tar	Unknown
IFI16	TF	ICAM1	Tar	Repression
IFI16	TF	MYC	Tar	Repression
IFI16	TF	TP53	Tar	Unknown
IFI16	TF	WT1	Tar	Activation
IKBKB	TF	CD44	Tar	Repression
IKBKB	TF	CXCL8	Tar	Unknown
IKBKB	TF	MMP9	Tar	Repression
IKBKB	TF	NOS2	Tar	Repression
IKBKB	TF	TP53	Tar	Unknown
IKBKB	TF	VCAM1	Tar	Repression
IKZF1	TF	FGFR4	Tar	Activation
ILF2	TF	ACRV1	Tar	Activation
ILF2	TF	IL2	Tar	Unknown
ILF2	TF	ILF3	Tar	Unknown
ILF3	TF	ACRV1	Tar	Activation
ILF3	TF	BIRC5	Tar	Activation
ILF3	TF	HLA-DQA1	Tar	Unknown
ILF3	TF	HLA-DRA	Tar	Repression
ILF3	TF	HLA-DRA	Tar	Unknown
ILF3	TF	HLA-DRB1	Tar	Unknown
ILF3	TF	IL2	Tar	Activation
ILF3	TF	PLAU	Tar	Activation
ING1	TF	AFP	Tar	Repression
ING1	TF	BAX	Tar	Activation
ING1	TF	CASP3	Tar	Activation
ING1	TF	CDKN1A	Tar	Activation
ING1	TF	FAT1	Tar	Unknown
ING1	TF	PCNA	Tar	Unknown
ING1	TF	TP53	Tar	Activation
ING2	TF	BCL2	Tar	Repression
ING2	TF	MMP13	Tar	Activation
ING2	TF	TMEM71	Tar	Unknown
ING4	TF	ANGPT1	Tar	Repression
ING4	TF	ARL6IP5	Tar	Activation
ING4	TF	BAX	Tar	Activation
ING4	TF	BCL2	Tar	Repression
ING4	TF	CASP3	Tar	Activation
ING4	TF	CCND1	Tar	Repression
ING4	TF	CDKN1A	Tar	Activation
ING4	TF	CDKN1B	Tar	Activation
ING4	TF	CDKN1B	Tar	Unknown
ING4	TF	CXCL8	Tar	Repression
ING4	TF	NGF	Tar	Repression
ING4	TF	NTRK1	Tar	Repression
ING4	TF	PTGS2	Tar	Repression
ING4	TF	SKP2	Tar	Repression
ING4	TF	SPP1	Tar	Repression
ING4	TF	TP53	Tar	Activation
IRF1	TF	BCL2	Tar	Repression
IRF1	TF	CASP7	Tar	Activation
IRF1	TF	CCL5	Tar	Unknown
IRF1	TF	CCNB1	Tar	Repression
IRF1	TF	CCNE1	Tar	Repression
IRF1	TF	CD40	Tar	Activation
IRF1	TF	CDK1	Tar	Repression
IRF1	TF	CDK2	Tar	Repression
IRF1	TF	CDK4	Tar	Repression
IRF1	TF	CDKN1A	Tar	Repression
IRF1	TF	CDKN1A	Tar	Unknown
IRF1	TF	CEACAM1	Tar	Activation
IRF1	TF	CIITA	Tar	Activation
IRF1	TF	CIITA	Tar	Unknown
IRF1	TF	CXCL10	Tar	Activation
IRF1	TF	CYBB	Tar	Activation
IRF1	TF	DDX58	Tar	Activation
IRF1	TF	DST	Tar	Repression
IRF1	TF	E2F1	Tar	Repression
IRF1	TF	EIF2AK2	Tar	Activation
IRF1	TF	ERAP2	Tar	Unknown
IRF1	TF	FASLG	Tar	Unknown
IRF1	TF	FOXP3	Tar	Repression
IRF1	TF	HLA-A	Tar	Activation
IRF1	TF	HLA-G	Tar	Unknown
IRF1	TF	IFIT3	Tar	Activation
IRF1	TF	IFNA1	Tar	Activation
IRF1	TF	IFNA1	Tar	Unknown
IRF1	TF	IFNA13	Tar	Activation
IRF1	TF	IFNB1	Tar	Activation
IRF1	TF	IFNB1	Tar	Unknown
IRF1	TF	IFNG	Tar	Activation
IRF1	TF	IL10	Tar	Activation
IRF1	TF	IL12A	Tar	Unknown
IRF1	TF	IL12B	Tar	Unknown
IRF1	TF	IL27	Tar	Activation
IRF1	TF	IRF2	Tar	Activation
IRF1	TF	MMP9	Tar	Unknown
IRF1	TF	MYB	Tar	Repression
IRF1	TF	NCF2	Tar	Activation
IRF1	TF	OGN	Tar	Unknown
IRF1	TF	PIGR	Tar	Unknown
IRF1	TF	POLH	Tar	Unknown
IRF1	TF	PSMB10	Tar	Unknown
IRF1	TF	PSMB9	Tar	Activation
IRF1	TF	PSMB9	Tar	Unknown
IRF1	TF	SLPI	Tar	Unknown
IRF1	TF	SOCS1	Tar	Activation
IRF1	TF	SOCS2	Tar	Activation
IRF1	TF	TAP1	Tar	Activation
IRF1	TF	TAP1	Tar	Unknown
IRF1	TF	TAP2	Tar	Unknown
IRF1	TF	TAPBP	Tar	Unknown
IRF1	TF	TNFSF10	Tar	Activation
IRF1	TF	TP53	Tar	Unknown
IRF1	TF	TRIM22	Tar	Unknown
IRF1	TF	VCAM1	Tar	Unknown
IRF2	TF	CIITA	Tar	Activation
IRF2	TF	CXCR4	Tar	Repression
IRF2	TF	DST	Tar	Repression
IRF2	TF	ERAP2	Tar	Unknown
IRF2	TF	IFNB1	Tar	Activation
IRF2	TF	IFNB1	Tar	Unknown
IRF2	TF	IFNGR1	Tar	Repression
